Fecha,Año,Mes,FamiliaGerencia,Producto,Total USD,Total TM,PPP
2014-02-01,2014,2,MASCOTAS,ARECANA ADULTO H.PAIZ EN SACOS 50 LBS,369.85,0.48,776.56
2014-02-01,2014,2,MASCOTAS,ARECANA ADULTO HUESITO EN SACOS 45.40 KL,123523.18,181.62,680.12
2014-02-01,2014,2,MASCOTAS,ARECANA CACHORRO 2 COLORES EN SACOS 50 LBS,8981.11,10.05,893.9
2014-02-01,2014,2,MASCOTAS,ARECANA CACHORRO H.PAIZ EN BOLSA 45 LBS.,542.20,0.61,885.44
2014-02-01,2014,2,MASCOTAS,ARECANA EN SACOS 50 LBS,9987.50,19.28,518.09
2014-02-01,2014,2,MASCOTAS,ARECANA PLUS 1 UNIDAD EN BOLSA 2 KG,360.01,0.4,901.91
2014-02-01,2014,2,MASCOTAS,ARECANA PLUS ADULTO 100.00 LBS./ 45.40 KGS.,45624.43,64.18,710.84
2014-02-01,2014,2,MASCOTAS,ARECANA PLUS ADULTO 4.40 LBS./ 2.00 KGS.,3012.28,3.68,819.38
2014-02-01,2014,2,MASCOTAS,ARECANA PLUS ADULTO 50.00 LBS./ 22.70 KGS.,5020.10,6.67,752.89
2014-02-01,2014,2,MASCOTAS,ARECANA PLUS EN SACOS 45.40KGS,700.00,0.91,771.62
2014-02-01,2014,2,MASCOTAS,GRAND SABUESO EN BOLSA 45.40KGS,89604.03,142.65,628.12
2014-02-01,2014,2,MASCOTAS,SABUESO ADULTO 2.20 LBS./ 1.00 KGS.,1224.89,1.46,836.72
2014-02-01,2014,2,MASCOTAS,SABUESO ADULTO 4.40 LBS./ 2.00 KGS.,6454.83,7.96,811.39
2014-02-01,2014,2,MASCOTAS,SABUESO ADULTO 50 LBS./ 22.70 KGS.,60540.02,97.93,618.19
2014-02-01,2014,2,MASCOTAS,SMARTCAN CACHORRO 38 LBS,17710.22,24.34,727.68
2014-02-01,2014,2,MASCOTAS,SMARTCAN P/PERRO ADULTO 50 LBS,53068.13,71.01,747.33
2014-02-01,2014,2,PECES,TILAPIA MAX 28% 6-8M EN SACOS 45.40 KL,4788.30,7.21,663.92
2014-02-01,2014,2,PECES,TILAPIA MAX 32% 4 MM EN SACOS 45.40 KL,39694.80,52.75,752.47
2014-02-01,2014,2,PECES,TILAPIA MAX 32% 6 MM EN SACOS 45.40 KL,29480.00,39.92,738.55
2014-02-01,2014,2,PECES,TILAPIA MAX 36% 4 MM 45.40 KL,12948.61,16.1,804.13
2014-02-01,2014,2,PECES,TILAPIA MAX 38% 2 MM VITAMI.C EN SACOS 45.40 KL,26792.15,29.17,918.61
2014-02-01,2014,2,GALLINA,ARECA PRIMIUM CRIA 1 HARINA EN SACOS 45.40 KL,3541.23,7.17,494.12
2014-02-01,2014,2,GALLINA,ARECA PRIMIUM IMPULSOR HARINA EN SACOS 45.40 KL,11769.75,24.36,483.2
2014-02-01,2014,2,GALLINA,ARECA PRIMIUM POST 1 HARINA EN SACOS 45.40 KL,70202.93,158.62,442.58
2014-02-01,2014,2,GALLINA,ARECA PRIMIUM POST 2 HARINA EN SACOS 45.40 KL,9954.53,20.32,489.87
2014-02-01,2014,2,GALLINA,IMPULSOR POSTURA CR 45.40 KL,1873.81,3.76,497.72
2014-02-01,2014,2,GALLINA,IMPULSOR POSTURA PLUS EN SACOS 45.40 KL,23524.13,56.34,417.57
2014-02-01,2014,2,GALLINA,LEVANTE DE POLLITA SG 45.40 KL,13789.85,26.85,513.54
2014-03-01,2014,3,CAMARON,CAMARON MAX 35% PREMIUM 500-1200 45.40 KL,55927.54,55.38,"1,009.82"
2014-03-01,2014,3,CAMARON,C-MAX 25% FINA 1.,100405.00,122.47,819.83
2014-03-01,2014,3,CAMARON,C-MAX 25% FINA 1. 45.,148115.98,200.26,739.61
2014-03-01,2014,3,CAMARON,C-MAX 25% FINA 1. PME ACIDOMIX,11294.40,18.14,622.5
2014-03-01,2014,3,CAMARON,C-MAX 25% GRANULADO PME ACIDOMIX,11733.88,18.87,621.85
2014-03-01,2014,3,CAMARON,C-MAX 28% FINA 1.,50595.60,59.87,845.03
2014-03-01,2014,3,CAMARON,C-MAX 30% CREC 1.8,341005.00,398.03,856.74
2014-03-01,2014,3,CAMARON,C-MAX 30% CREC 2,818381.70,"1,032.73",792.45
2014-03-01,2014,3,CAMARON,C-MAX 30% FINA 1.,115019.97,144.97,793.41
2014-03-01,2014,3,CAMARON,C-MAX 30% GRANULAD,2523.24,3.63,695.35
2014-03-01,2014,3,CAMARON,C-MAX 35% CREC 1.2,393722.50,388.55,"1,013.32"
2014-03-01,2014,3,CAMARON,C-MAX 35% CREC 1.8,2003586.82,"2,166.31",924.88
2014-03-01,2014,3,CAMARON,C-MAX 35% CREC 2,18462.40,19.96,925.06
2014-03-01,2014,3,CAMARON,C-MAX 35% FINA 1.,11175.06,14.33,779.64
2014-03-01,2014,3,CAMARON,C-MAX 35% FINA 1.P SHT,37118.40,39.92,929.91
2014-03-01,2014,3,CAMARON,C-MAX 35% GRANULAD 45.40 KL,200677.00,204.12,983.15
2014-03-01,2014,3,CAMARON,C-MAX 35% INICMIX,6931.50,6.8,"1,018.75"
2014-03-01,2014,3,CAMARON,C-MAX MAX 25% FINA 1.,110960.00,238.59,465.07
2014-03-01,2014,3,POLLO,ALIMENTO PLUS P FASE 2 S/PIGMEN SH 45.40 KL,17456.87,38.46,453.84
2014-03-01,2014,3,POLLO,ARECA AZ FASE 2 HARINA EN SACOS 45.40 KL,42948.55,80.97,530.45
2014-03-01,2014,3,POLLO,ARECA PR FASE 1 HARINA EN SACOS 45.40 KL,29057.55,55.38,524.66
2014-03-01,2014,3,POLLO,ARECA PR FASE 1 PELLET EN SACOS 45.40 KL,99793.21,179.31,556.55
2014-03-01,2014,3,POLLO,ARECA PR FASE 2 HARINA EN SACOS 45.40 KL,49416.36,90.63,545.27
2014-03-01,2014,3,POLLO,ARECA PR FASE 2 PELLET EN SACOS 45.40 KL,132273.55,240.54,549.9
2014-03-01,2014,3,POLLO,D/PATIO FASE 2 HARINA EN SACOS 45.40 KL,3573.63,8.94,399.92
2014-03-01,2014,3,POLLO,FASE PLUS 2 GRANULAD 45.40 KL,7133.03,14.24,500.82
2014-03-01,2014,3,POLLO,PREMIUM FASE 1 PLUS SPG EN SACOS 45.40 KL,22983.48,43.64,526.71
2014-03-01,2014,3,POLLO,PREMIUM FASE II PLUS SH EN SACOS 45.40 KL,255330.27,491.92,519.05
2014-03-01,2014,3,MASCOTAS,ALIMENTO P/PERRO ADULTO 100 LBS.,20232.00,30.48,663.75
2014-03-01,2014,3,MASCOTAS,ALIMENTO P/PERRO ADULTO 65 LBS.,2204.48,5.16,427.26
2014-03-01,2014,3,MASCOTAS,ARECANA ADULTO FARDO 5 BOLSAS 25 LBS.,831.84,1.17,712.19
2014-03-01,2014,3,MASCOTAS,ARECANA ADULTO H.PAIZ EN BOLSA 5 LBS,952.27,1.18,807.46
2014-03-01,2014,3,MASCOTAS,ARECANA ADULTO H.PAIZ EN SACOS 50 LBS,424.47,0.54,779.84
2014-03-01,2014,3,MASCOTAS,ARECANA ADULTO HUESITO EN SACOS 45.40 KL,196353.62,299.55,655.49
2014-03-01,2014,3,MASCOTAS,ARECANA CACHORRO 2 COLORES EN SACOS 50 LBS,10780.49,12.07,893.49
2014-03-01,2014,3,MASCOTAS,ARECANA CACHORRO H.PAIZ EN BOLSA 45 LBS.,545.17,0.61,890.29
2014-03-01,2014,3,MASCOTAS,ARECANA PLUS ADULTO 100.00 LBS./ 45.40 KGS.,41375.21,57.38,721.08
2014-03-01,2014,3,MASCOTAS,ARECANA PLUS ADULTO 4.40 LBS./ 2.00 KGS.,3082.81,3.78,814.68
2014-03-01,2014,3,MASCOTAS,ARECANA PLUS ADULTO 50.00 LBS./ 22.70 KGS.,8000.77,12.02,665.61
2014-03-01,2014,3,MASCOTAS,GRAND SABUESO EN BOLSA 45.40KGS,79951.86,129.68,616.52
2014-03-01,2014,3,MASCOTAS,SABUESO ADULTO 2.20 LBS./ 1.00 KGS.,2726.29,3.33,818.7
2014-03-01,2014,3,MASCOTAS,SABUESO ADULTO 4.40 LBS./ 2.00 KGS.,4733.61,6.05,783.02
2014-03-01,2014,3,MASCOTAS,SABUESO ADULTO 50 LBS./ 22.70 KGS.,23565.14,37.83,622.93
2014-03-01,2014,3,MASCOTAS,SMARTCAN CACHORRO 38 LBS,24086.34,32.89,732.39
2014-03-01,2014,3,MASCOTAS,SMARTCAN P/PERRO ADULTO 50 LBS,71119.56,94.69,751.1
2014-03-01,2014,3,PECES,TILAPIA MAX 28% 6-8M EN SACOS 45.40 KL,3639.89,5.58,652.4
2014-03-01,2014,3,PECES,TILAPIA MAX 32% 4 MM EN SACOS 45.40 KL,55701.92,74.75,745.16
2014-03-01,2014,3,PECES,TILAPIA MAX 32% 6 MM EN SACOS 45.40 KL,2043.50,2.77,738.55
2014-03-01,2014,3,PECES,TILAPIA MAX 36% 4 MM 45.40 KL,12603.23,15.6,807.71
2014-03-01,2014,3,PECES,TILAPIA MAX 36% 45.40 KL,3280.30,4.17,786.07
2014-03-01,2014,3,PECES,TILAPIA MAX 38% 2 MM VITAMI.C EN SACOS 45.40 KL,31385.25,34.06,921.34
2014-03-01,2014,3,GALLINA,ARECA PRIMIUM CRIA 1 HARINA EN SACOS 45.40 KL,3998.58,7.89,506.63
2014-03-01,2014,3,GALLINA,ARECA PRIMIUM IMPULSOR HARINA EN SACOS 45.40 KL,17494.98,36.11,484.55
2014-03-01,2014,3,GALLINA,ARECA PRIMIUM POST 1 HARINA EN SACOS 45.40 KL,74151.84,168.78,439.34
2014-03-01,2014,3,GALLINA,ARECA PRIMIUM POST 2 HARINA EN SACOS 45.40 KL,10523.38,21.5,489.45
2014-03-01,2014,3,GALLINA,IMPULSOR POSTURA PLUS EN SACOS 45.40 KL,43451.33,104.33,416.49
2014-03-01,2014,3,GALLINA,LEVANTE DE POLLITA SG 45.40 KL,12025.08,23.59,509.82
2014-04-01,2014,4,CAMARON,CAMARON MAX 35% PREMIUM 500-1200 45.40 KL,39930.01,39.46,"1,011.84"
2014-04-01,2014,4,CAMARON,CAMARON MEZCLA ORGANICA,8452.89,9.98,847.06
2014-04-01,2014,4,CAMARON,C-MAX 25% FINA 1.,46107.60,59.87,770.07
2014-04-01,2014,4,CAMARON,C-MAX 25% FINA 1. 45.,64354.42,89.58,718.36
2014-04-01,2014,4,CAMARON,C-MAX 25% FINA 1. PME ACIDOMIX,70416.39,113.4,620.97
2014-04-01,2014,4,CAMARON,C-MAX 25% GRANULADO PME ACIDOMIX,28105.08,45.36,619.61
2014-04-01,2014,4,CAMARON,C-MAX 28% FINA 1.,66668.80,79.83,835.11
2014-04-01,2014,4,CAMARON,C-MAX 30% CREC 1.8,617802.49,723.48,853.93
2014-04-01,2014,4,CAMARON,C-MAX 30% CREC 2,2222521.65,"2,734.34",812.82
2014-04-01,2014,4,CAMARON,C-MAX 30% FINA 1.,478465.26,583.96,819.35
2014-04-01,2014,4,CAMARON,C-MAX 35% CREC 1.2,750992.70,679.03,"1,105.98"
2014-04-01,2014,4,CAMARON,C-MAX 35% CREC 1.8,897059.07,978.4,916.86
2014-04-01,2014,4,CAMARON,C-MAX 35% CREC 2,147699.20,159.66,925.06
2014-04-01,2014,4,CAMARON,C-MAX 35% FINA 1.,55897.60,59.87,933.58
2014-04-01,2014,4,CAMARON,C-MAX 35% GRANULAD 45.40 KL,39362.40,39.92,986.13
2014-04-01,2014,4,CAMARON,C-MAX 35% INIC 1,89258.40,89.81,993.84
2014-04-01,2014,4,CAMARON,C-MAX 35% INICMIX,5870.24,6.8,862.78
2014-04-01,2014,4,CAMARON,C-MAX 35% INICMIX SHT,6536.20,4.99,"1,309.99"
2014-04-01,2014,4,CAMARON,C-MAX MAX 25% FINA 1.,22171.22,48.08,461.12
2014-04-01,2014,4,POLLO,ALIMENTO PLUS P FASE 2 S/PIGMEN SH 45.40 KL,15626.89,30.44,513.43
2014-04-01,2014,4,POLLO,ARECA AZ FASE 2 HARINA EN SACOS 45.40 KL,46437.10,88.13,526.9
2014-04-01,2014,4,POLLO,ARECA PR FASE 1 HARINA EN SACOS 45.40 KL,38980.11,71.8,542.87
2014-04-01,2014,4,POLLO,ARECA PR FASE 1 PELLET EN SACOS 45.40 KL,110973.71,198.86,558.06
2014-04-01,2014,4,POLLO,ARECA PR FASE 2 HARINA EN SACOS 45.40 KL,38541.92,70.17,549.26
2014-04-01,2014,4,POLLO,ARECA PR FASE 2 PELLET EN SACOS 45.40 KL,147430.49,265.08,556.17
2014-04-01,2014,4,POLLO,D/PATIO FASE 2 HARINA EN SACOS 45.40 KL,4860.64,12.38,392.52
2014-04-01,2014,4,POLLO,FASE PLUS 2 GRANULAD 45.40 KL,9700.84,17.64,549.79
2014-04-01,2014,4,POLLO,HARINA D ALFAFA,1250.93,1.13,"1,104.46"
2014-04-01,2014,4,POLLO,PREMIUM FASE 1 PLUS SPG EN SACOS 45.40 KL,25995.44,48.31,538.12
2014-04-01,2014,4,POLLO,PREMIUM FASE II PLUS SH EN SACOS 45.40 KL,385379.15,706.7,545.32
2014-04-01,2014,4,MASCOTAS,ARECANA ADULTO FARDO 5 BOLSAS 25 LBS.,967.91,1.36,711.29
2014-04-01,2014,4,MASCOTAS,ARECANA ADULTO H.PAIZ EN BOLSA 5 LBS,1242.11,1.54,805.41
2014-04-01,2014,4,MASCOTAS,ARECANA ADULTO H.PAIZ EN SACOS 50 LBS,529.36,0.68,778.02
2014-04-01,2014,4,MASCOTAS,ARECANA ADULTO HUESITO EN SACOS 45.40 KL,149451.22,228.16,655.04
2014-04-01,2014,4,MASCOTAS,ARECANA CACHORRO 2 COLORES EN SACOS 50 LBS,9606.28,10.91,880.59
2014-04-01,2014,4,MASCOTAS,ARECANA CACHORRO H.PAIZ EN BOLSA 45 LBS.,544.00,0.61,888.38
2014-04-01,2014,4,MASCOTAS,ARECANA PLUS ADULTO 100.00 LBS./ 45.40 KGS.,44191.36,62.55,706.49
2014-04-01,2014,4,MASCOTAS,ARECANA PLUS ADULTO 4.40 LBS./ 2.00 KGS.,1751.27,1.98,885.44
2014-04-01,2014,4,MASCOTAS,ARECANA PLUS ADULTO 50.00 LBS./ 22.70 KGS.,7878.22,11.23,701.76
2014-04-01,2014,4,MASCOTAS,GRAND SABUESO EN BOLSA 45.40KGS,76850.77,128.73,596.99
2014-04-01,2014,4,MASCOTAS,SABUESO ADULTO 2.20 LBS./ 1.00 KGS.,155.86,0.2,780.91
2014-04-01,2014,4,MASCOTAS,SABUESO ADULTO 4.40 LBS./ 2.00 KGS.,6485.76,7.82,829
2014-04-01,2014,4,MASCOTAS,SABUESO ADULTO 50 LBS./ 22.70 KGS.,35949.19,57.88,621.12
2014-04-01,2014,4,MASCOTAS,SMARTCAN CACHORRO 38 LBS,22045.60,30.2,730.03
2014-04-01,2014,4,MASCOTAS,SMARTCAN P/PERRO ADULTO 50 LBS,56374.67,75.25,749.15
2014-04-01,2014,4,PECES,SALVADO D ARROZ,10119.68,8.84,"1,144.52"
2014-04-01,2014,4,PECES,TILAPIA MAX 28% 6-8M EN SACOS 45.40 KL,2679.76,4.13,649.21
2014-04-01,2014,4,PECES,TILAPIA MAX 32% 4 MM EN SACOS 45.40 KL,52561.30,70.58,744.72
2014-04-01,2014,4,PECES,TILAPIA MAX 32% 45.40 KL,33931.16,46.04,737
2014-04-01,2014,4,PECES,TILAPIA MAX 36% 4 MM 45.40 KL,13704.07,17.06,803.52
2014-04-01,2014,4,PECES,TILAPIA MAX 38% 2 MM VITAMI.C EN SACOS 45.40 KL,33833.14,36.88,917.46
2014-04-01,2014,4,GALLINA,ARECA PRIMIUM CRIA 1 HARINA EN SACOS 45.40 KL,5124.48,9.98,513.52
2014-04-01,2014,4,GALLINA,ARECA PRIMIUM IMPULSOR HARINA EN SACOS 45.40 KL,17568.12,36.38,482.93
2014-04-01,2014,4,GALLINA,ARECA PRIMIUM POST 1 HARINA EN SACOS 45.40 KL,72194.77,162.2,445.08
2014-04-01,2014,4,GALLINA,ARECA PRIMIUM POST 2 HARINA EN SACOS 45.40 KL,8810.79,17.96,490.52
2014-04-01,2014,4,GALLINA,IMPULSOR POSTURA PLUS EN SACOS 45.40 KL,36241.97,86.18,420.53
2014-04-01,2014,4,GALLINA,LEVANTE DE POLLITA SG 45.40 KL,9438.80,18.73,503.85
2014-05-01,2014,5,CAMARON,CAMARON MAX 35% PREMIUM 500-1200 45.40 KL,19962.99,19.46,"1,025.89"
2014-05-01,2014,5,CAMARON,C-MAX 25% FINA 1.,480362.60,581.51,826.07
2014-05-01,2014,5,CAMARON,C-MAX 25% FINA 1. 45.,171828.80,239.5,717.46
2014-05-01,2014,5,CAMARON,C-MAX 25% FINA 1. PME ACIDOMIX,56370.01,90.72,621.37
2014-05-01,2014,5,CAMARON,C-MAX 28% FINA 1.,66668.80,79.83,835.11
2014-05-01,2014,5,CAMARON,C-MAX 30% CREC 1.8,693440.04,801.95,864.69
2014-05-01,2014,5,CAMARON,C-MAX 30% CREC 2,1318289.52,"1,641.55",803.07
2014-05-01,2014,5,CAMARON,C-MAX 30% FINA 1.,516736.20,627.77,823.13
2014-05-01,2014,5,CAMARON,C-MAX 35% CREC 1.2,753851.28,729.83,"1,032.91"
2014-05-01,2014,5,CAMARON,C-MAX 35% CREC 1.8,1105595.96,"1,213.54",911.05
2014-05-01,2014,5,CAMARON,C-MAX 35% CREC 2,74206.00,79.83,929.52
2014-05-01,2014,5,CAMARON,C-MAX 35% FINA 1.,63475.17,68.95,920.65
2014-05-01,2014,5,CAMARON,C-MAX 35% INIC 1,10128.80,9.98,"1,015.01"
2014-05-01,2014,5,CAMARON,C-MAX MAX 25% FINA 1.,67080.00,147.42,455.03
2014-05-01,2014,5,POLLO,ALIMENTO PLUS P FASE 2 S/PIGMEN SH 45.40 KL,36799.75,72.39,508.33
2014-05-01,2014,5,POLLO,ARECA AZ FASE 2 HARINA EN SACOS 45.40 KL,32803.62,62.96,521.03
2014-05-01,2014,5,POLLO,ARECA PR FASE 1 HARINA EN SACOS 45.40 KL,33186.73,64.36,515.6
2014-05-01,2014,5,POLLO,ARECA PR FASE 1 PELLET EN SACOS 45.40 KL,100282.97,183.98,545.08
2014-05-01,2014,5,POLLO,ARECA PR FASE 2 HARINA EN SACOS 45.40 KL,37861.71,69.67,543.43
